"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	% of Total Deaths
"Total"	"Oklahoma"	"40"	"1977"	"1977"			429	2869096	15.0	0.2%
	"Oklahoma"	"40"	"1978"	"1978"	"Female"	"F"	100	1492856	6.7	0.0%
	"Oklahoma"	"40"	"1978"	"1978"	"Male"	"M"	284	1422609	20.0	0.1%
"Total"	"Oklahoma"	"40"	"1978"	"1978"			384	2915465	13.2	0.1%
"Total"	"Oklahoma"	"40"					3617	29681750	12.2	1.3%
	"Oregon"	"41"	"1968"	"1968"	"Female"	"F"	77	1033313	7.5	0.0%
	"Oregon"	"41"	"1968"	"1968"	"Male"	"M"	227	988633	23.0	0.1%
"Total"	"Oregon"	"41"	"1968"	"1968"			304	2021946	15.0	0.1%
	"Oregon"	"41"	"1969"	"1969"	"Female"	"F"	88	1052746	8.4	0.0%
	"Oregon"	"41"	"1969"	"1969"	"Male"	"M"	201	1007329	20.0	0.1%
"Total"	"Oregon"	"41"	"1969"	"1969"			289	2060075	14.0	0.1%
	"Oregon"	"41"	"1970"	"1970"	"Female"	"F"	67	1068396	6.3	0.0%
	"Oregon"	"41"	"1970"	"1970"	"Male"	"M"	234	1025473	22.8	0.1%
"Total"	"Oregon"	"41"	"1970"	"1970"			301	2093869	14.4	0.1%
	"Oregon"	"41"	"1971"	"1971"	"Female"	"F"	91	1094792	8.3	0.0%
	"Oregon"	"41"	"1971"	"1971"	"Male"	"M"	227	1054822	21.5	0.1%
"Total"	"Oregon"	"41"	"1971"	"1971"			318	2149614	14.8	0.1%
	"Oregon"	"41"	"1972"	"1972"	"Female"	"F"	94	1115476	8.4	0.0%
	"Oregon"	"41"	"1972"	"1972"	"Male"	"M"	220	1077252	20.4	0.1%
"Total"	"Oregon"	"41"	"1972"	"1972"			314	2192728	14.3	0.1%
	"Oregon"	"41"	"1973"	"1973"	"Female"	"F"	103	1136323	9.1	0.0%
	"Oregon"	"41"	"1973"	"1973"	"Male"	"M"	255	1099563	23.2	0.1%
"Total"	"Oregon"	"41"	"1973"	"1973"			358	2235886	16.0	0.1%
	"Oregon"	"41"	"1974"	"1974"	"Female"	"F"	90	1158092	7.8	0.0%
	"Oregon"	"41"	"1974"	"1974"	"Male"	"M"	265	1121647	23.6	0.1%
"Total"	"Oregon"	"41"	"1974"	"1974"			355	2279739	15.6	0.1%
	"Oregon"	"41"	"1975"	"1975"	"Female"	"F"	84	1180014	7.1	0.0%
	"Oregon"	"41"	"1975"	"1975"	"Male"	"M"	275	1144383	24.0	0.1%
"Total"	"Oregon"	"41"	"1975"	"1975"			359	2324397	15.4	0.1%
	"Oregon"	"41"	"1976"	"1976"	"Female"	"F"	102	1204901	8.5	0.0%
	"Oregon"	"41"	"1976"	"1976"	"Male"	"M"	247	1168689	21.1	0.1%
"Total"	"Oregon"	"41"	"1976"	"1976"			349	2373590	14.7	0.1%
	"Oregon"	"41"	"1977"	"1977"	"Female"	"F"	94	1239579	7.6	0.0%
	"Oregon"	"41"	"1977"	"1977"	"Male"	"M"	300	1202880	24.9	0.1%
"Total"	"Oregon"	"41"	"1977"	"1977"			394	2442459	16.1	0.1%
	"Oregon"	"41"	"1978"	"1978"	"Female"	"F"	89	1275092	7.0	0.0%
	"Oregon"	"41"	"1978"	"1978"	"Male"	"M"	292	1237366	23.6	0.1%
"Total"	"Oregon"	"41"	"1978"	"1978"			381	2512458	15.2	0.1%
"Total"	"Oregon"	"41"					3722	24686761	15.1	1.3%
	"Pennsylvania"	"42"	"1968"	"1968"	"Female"	"F"	336	6093308	5.5	0.1%
	"Pennsylvania"	"42"	"1968"	"1968"	"Male"	"M"	848	5637457	15.0	0.3%
"Total"	"Pennsylvania"	"42"	"1968"	"1968"			1184	11730765	10.1	0.4%
	"Pennsylvania"	"42"	"1969"	"1969"	"Female"	"F"	309	6111154	5.1	0.1%
	"Pennsylvania"	"42"	"1969"	"1969"	"Male"	"M"	816	5645154	14.5	0.3%
"Total"	"Pennsylvania"	"42"	"1969"	"1969"			1125	11756308	9.6	0.4%
	"Pennsylvania"	"42"	"1970"	"1970"	"Female"	"F"	379	6134114	6.2	0.1%
	"Pennsylvania"	"42"	"1970"	"1970"	"Male"	"M"	907	5673750	16.0	0.3%
"Total"	"Pennsylvania"	"42"	"1970"	"1970"			1286	11807864	10.9	0.5%
	"Pennsylvania"	"42"	"1971"	"1971"	"Female"	"F"	363	6168564	5.9	0.1%
	"Pennsylvania"	"42"	"1971"	"1971"	"Male"	"M"	889	5713772	15.6	0.3%
"Total"	"Pennsylvania"	"42"	"1971"	"1971"			1252	11882336	10.5	0.5%
	"Pennsylvania"	"42"	"1972"	"1972"	"Female"	"F"	376	6169632	6.1	0.1%
	"Pennsylvania"	"42"	"1972"	"1972"	"Male"	"M"	944	5719407	16.5	0.3%
"Total"	"Pennsylvania"	"42"	"1972"	"1972"			1320	11889039	11.1	0.5%
	"Pennsylvania"	"42"	"1973"	"1973"	"Female"	"F"	335	6160098	5.4	0.1%
	"Pennsylvania"	"42"	"1973"	"1973"	"Male"	"M"	989	5705549	17.3	0.4%
"Total"	"Pennsylvania"	"42"	"1973"	"1973"			1324	11865647	11.2	0.5%
	"Pennsylvania"	"42"	"1974"	"1974"	"Female"	"F"	344	6155621	5.6	0.1%
	"Pennsylvania"	"42"	"1974"	"1974"	"Male"	"M"	950	5693592	16.7	0.3%
"Total"	"Pennsylvania"	"42"	"1974"	"1974"			1294	11849213	10.9	0.5%
	"Pennsylvania"	"42"	"1975"	"1975"	"Female"	"F"	357	6179911	5.8	0.1%
	"Pennsylvania"	"42"	"1975"	"1975"	"Male"	"M"	991	5706740	17.4	0.4%
"Total"	"Pennsylvania"	"42"	"1975"	"1975"			1348	11886651	11.3	0.5%
	"Pennsylvania"	"42"	"1976"	"1976"	"Female"	"F"	367	6179204	5.9	0.1%
	"Pennsylvania"	"42"	"1976"	"1976"	"Male"	"M"	998	5703846	17.5	0.4%
"Total"	"Pennsylvania"	"42"	"1976"	"1976"			1365	11883050	11.5	0.5%
	"Pennsylvania"	"42"	"1977"	"1977"	"Female"	"F"	359	6183948	5.8	0.1%
	"Pennsylvania"	"42"	"1977"	"1977"	"Male"	"M"	1040	5701858	18.2	0.4%
"Total"	"Pennsylvania"	"42"	"1977"	"1977"			1399	11885806	11.8	0.5%
	"Pennsylvania"	"42"	"1978"	"1978"	"Female"	"F"	350	6178339	5.7	0.1%
	"Pennsylvania"	"42"	"1978"	"1978"	"Male"	"M"	1048	5689968	18.4	0.4%
"Total"	"Pennsylvania"	"42"	"1978"	"1978"			1398	11868307	11.8	0.5%
"Total"	"Pennsylvania"	"42"					14295	130304986	11.0	5.2%
	"Rhode Island"	"44"	"1968"	"1968"	"Female"	"F"	20	473625	4.2	0.0%
	"Rhode Island"	"44"	"1968"	"1968"	"Male"	"M"	42	460739	9.1	0.0%
"Total"	"Rhode Island"	"44"	"1968"	"1968"			62	934364	6.6	0.0%
	"Rhode Island"	"44"	"1969"	"1969"	"Female"	"F"	18	479154	3.8 (Unreliable)	0.0%
	"Rhode Island"	"44"	"1969"	"1969"	"Male"	"M"	38	462853	8.2	0.0%
"Total"	"Rhode Island"	"44"	"1969"	"1969"			56	942007	5.9	0.0%
	"Rhode Island"	"44"	"1970"	"1970"	"Female"	"F"	24	484304	5.0	0.0%
	"Rhode Island"	"44"	"1970"	"1970"	"Male"	"M"	48	465796	10.3	0.0%
"Total"	"Rhode Island"	"44"	"1970"	"1970"			72	950100	7.6	0.0%
	"Rhode Island"	"44"	"1971"	"1971"	"Female"	"F"	30	492264	6.1	0.0%
	"Rhode Island"	"44"	"1971"	"1971"	"Male"	"M"	51	471519	10.8	0.0%
"Total"	"Rhode Island"	"44"	"1971"	"1971"			81	963783	8.4	0.0%
	"Rhode Island"	"44"	"1972"	"1972"	"Female"	"F"	28	498726	5.6	0.0%
	"Rhode Island"	"44"	"1972"	"1972"	"Male"	"M"	34	476171	7.1	0.0%
"Total"	"Rhode Island"	"44"	"1972"	"1972"			62	974897	6.4	0.0%
	"Rhode Island"	"44"	"1973"	"1973"	"Female"	"F"	16	500561	3.2 (Unreliable)	0.0%
	"Rhode Island"	"44"	"1973"	"1973"	"Male"	"M"	64	475501	13.5	0.0%
"Total"	"Rhode Island"	"44"	"1973"	"1973"			80	976062	8.2	0.0%
	"Rhode Island"	"44"	"1974"	"1974"	"Female"	"F"	34	492305	6.9	0.0%
	"Rhode Island"	"44"	"1974"	"1974"	"Male"	"M"	66	459375	14.4	0.0%
"Total"	"Rhode Island"	"44"	"1974"	"1974"			100	951680	10.5	0.0%
	"Rhode Island"	"44"	"1975"	"1975"	"Female"	"F"	34	492978	6.9	0.0%
	"Rhode Island"	"44"	"1975"	"1975"	"Male"	"M"	69	451526	15.3	0.0%
"Total"	"Rhode Island"	"44"	"1975"	"1975"			103	944504	10.9	0.0%
	"Rhode Island"	"44"	"1976"	"1976"	"Female"	"F"	36	495378	7.3	0.0%
	"Rhode Island"	"44"	"1976"	"1976"	"Male"	"M"	75	453791	16.5	0.0%
"Total"	"Rhode Island"	"44"	"1976"	"1976"			111	949169	11.7	0.0%
	"Rhode Island"	"44"	"1977"	"1977"	"Female"	"F"	51	498977	10.2	0.0%
	"Rhode Island"	"44"	"1977"	"1977"	"Male"	"M"	88	456058	19.3	0.0%
"Total"	"Rhode Island"	"44"	"1977"	"1977"			139	955035	14.6	0.1%
	"Rhode Island"	"44"	"1978"	"1978"	"Female"	"F"	35	500677	7.0	0.0%
	"Rhode Island"	"44"	"1978"	"1978"	"Male"	"M"	72	456495	15.8	0.0%
"Total"	"Rhode Island"	"44"	"1978"	"1978"			107	957172	11.2	0.0%
"Total"	"Rhode Island"	"44"					973	10498773	9.3	0.4%
	"South Carolina"	"45"	"1968"	"1968"	"Female"	"F"	54	1272985	4.2	0.0%
	"South Carolina"	"45"	"1968"	"1968"	"Male"	"M"	193	1236170	15.6	0.1%
"Total"	"South Carolina"	"45"	"1968"	"1968"			247	2509155	9.8	0.1%
	"South Carolina"	"45"	"1969"	"1969"	"Female"	"F"	65	1299377	5.0	0.0%
	"South Carolina"	"45"	"1969"	"1969"	"Male"	"M"	180	1256405	14.3	0.1%
"Total"	"South Carolina"	"45"	"1969"	"1969"			245	2555782	9.6	0.1%
	"South Carolina"	"45"	"1970"	"1970"	"Female"	"F"	62	1320542	4.7	0.0%
	"South Carolina"	"45"	"1970"	"1970"	"Male"	"M"	221	1275280	17.3	0.1%
"Total"	"South Carolina"	"45"	"1970"	"1970"			283	2595822	10.9	0.1%
	"South Carolina"	"45"	"1971"	"1971"	"Female"	"F"	67	1358311	4.9	0.0%
	"South Carolina"	"45"	"1971"	"1971"	"Male"	"M"	209	1308383	16.0	0.1%
"Total"	"South Carolina"	"45"	"1971"	"1971"			276	2666694	10.3	0.1%
	"South Carolina"	"45"	"1972"	"1972"	"Female"	"F"	66	1386513	4.8	0.0%
	"South Carolina"	"45"	"1972"	"1972"	"Male"	"M"	212	1333347	15.9	0.1%
"Total"	"South Carolina"	"45"	"1972"	"1972"			278	2719860	10.2	0.1%
	"South Carolina"	"45"	"1973"	"1973"	"Female"	"F"	81	1416878	5.7	0.0%
	"South Carolina"	"45"	"1973"	"1973"	"Male"	"M"	224	1358834	16.5	0.1%
"Total"	"South Carolina"	"45"	"1973"	"1973"			305	2775712	11.0	0.1%
	"South Carolina"	"45"	"1974"	"1974"	"Female"	"F"	72	1452299	5.0	0.0%
	"South Carolina"	"45"	"1974"	"1974"	"Male"	"M"	225	1390789	16.2	0.1%
"Total"	"South Carolina"	"45"	"1974"	"1974"			297	2843088	10.4	0.1%
	"South Carolina"	"45"	"1975"	"1975"	"Female"	"F"	83	1481352	5.6	0.0%
	"South Carolina"	"45"	"1975"	"1975"	"Male"	"M"	241	1417062	17.0	0.1%
"Total"	"South Carolina"	"45"	"1975"	"1975"			324	2898414	11.2	0.1%
	"South Carolina"	"45"	"1976"	"1976"	"Female"	"F"	63	1504346	4.2	0.0%
	"South Carolina"	"45"	"1976"	"1976"	"Male"	"M"	212	1438096	14.7	0.1%
"Total"	"South Carolina"	"45"	"1976"	"1976"			275	2942442	9.3	0.1%
	"South Carolina"	"45"	"1977"	"1977"	"Female"	"F"	84	1531916	5.5	0.0%
	"South Carolina"	"45"	"1977"	"1977"	"Male"	"M"	271	1460709	18.6	0.1%
"Total"	"South Carolina"	"45"	"1977"	"1977"			355	2992625	11.9	0.1%
	"South Carolina"	"45"	"1978"	"1978"	"Female"	"F"	85	1560436	5.4	0.0%
	"South Carolina"	"45"	"1978"	"1978"	"Male"	"M"	242	1483796	16.3	0.1%
"Total"	"South Carolina"	"45"	"1978"	"1978"			327	3044232	10.7	0.1%
"Total"	"South Carolina"	"45"					3212	30543826	10.5	1.2%
	"South Dakota"	"46"	"1968"	"1968"	"Female"	"F"	11	334305	3.3 (Unreliable)	0.0%
	"South Dakota"	"46"	"1968"	"1968"	"Male"	"M"	47	329632	14.3	0.0%
"Total"	"South Dakota"	"46"	"1968"	"1968"			58	663937	8.7	0.0%
	"South Dakota"	"46"	"1969"	"1969"	"Female"	"F"	15	334844	4.5 (Unreliable)	0.0%
	"South Dakota"	"46"	"1969"	"1969"	"Male"	"M"	49	329801	14.9	0.0%
"Total"	"South Dakota"	"46"	"1969"	"1969"			64	664645	9.6	0.0%
	"South Dakota"	"46"	"1970"	"1970"	"Female"	"F"	18	336071	5.4 (Unreliable)	0.0%
	"South Dakota"	"46"	"1970"	"1970"	"Male"	"M"	42	331019	12.7	0.0%
"Total"	"South Dakota"	"46"	"1970"	"1970"			60	667090	9.0	0.0%
	"South Dakota"	"46"	"1971"	"1971"	"Female"	"F"	23	338303	6.8	0.0%
	"South Dakota"	"46"	"1971"	"1971"	"Male"	"M"	59	333791	17.7	0.0%
"Total"	"South Dakota"	"46"	"1971"	"1971"			82	672094	12.2	0.0%
	"South Dakota"	"46"	"1972"	"1972"	"Female"	"F"	24	340980	7.0	0.0%
	"South Dakota"	"46"	"1972"	"1972"	"Male"	"M"	52	336259	15.5	0.0%
"Total"	"South Dakota"	"46"	"1972"	"1972"			76	677239	11.2	0.0%
	"South Dakota"	"46"	"1973"	"1973"	"Female"	"F"	10	341747	2.9 (Unreliable)	0.0%
	"South Dakota"	"46"	"1973"	"1973"	"Male"	"M"	41	336861	12.2	0.0%
"Total"	"South Dakota"	"46"	"1973"	"1973"			51	678608	7.5	0.0%
	"South Dakota"	"46"	"1974"	"1974"	"Female"	"F"	13	342867	3.8 (Unreliable)	0.0%
	"South Dakota"	"46"	"1974"	"1974"	"Male"	"M"	55	337263	16.3	0.0%
"Total"	"South Dakota"	"46"	"1974"	"1974"			68	680130	10.0	0.0%
	"South Dakota"	"46"	"1975"	"1975"	"Female"	"F"	12	344144	3.5 (Unreliable)	0.0%
	"South Dakota"	"46"	"1975"	"1975"	"Male"	"M"	58	337748	17.2	0.0%
"Total"	"South Dakota"	"46"	"1975"	"1975"			70	681892	10.3	0.0%
	"South Dakota"	"46"	"1976"	"1976"	"Female"	"F"	12	347308	3.5 (Unreliable)	0.0%
	"South Dakota"	"46"	"1976"	"1976"	"Male"	"M"	64	340570	18.8	0.0%
"Total"	"South Dakota"	"46"	"1976"	"1976"			76	687878	11.0	0.0%
	"South Dakota"	"46"	"1977"	"1977"	"Female"	"F"	11	349275	3.1 (Unreliable)	0.0%
	"South Dakota"	"46"	"1977"	"1977"	"Male"	"M"	61	341029	17.9	0.0%
"Total"	"South Dakota"	"46"	"1977"	"1977"			72	690304	10.4	0.0%
	"South Dakota"	"46"	"1978"	"1978"	"Female"	"F"	15	349396	4.3 (Unreliable)	0.0%
	"South Dakota"	"46"	"1978"	"1978"	"Male"	"M"	66	341139	19.3	0.0%
"Total"	"South Dakota"	"46"	"1978"	"1978"			81	690535	11.7	0.0%
"Total"	"South Dakota"	"46"					758	7454352	10.2	0.3%
	"Tennessee"	"47"	"1968"	"1968"	"Female"	"F"	86	1976067	4.4	0.0%
	"Tennessee"	"47"	"1968"	"1968"	"Male"	"M"	329	1852928	17.8	0.1%
"Total"	"Tennessee"	"47"	"1968"	"1968"			415	3828995	10.8	0.1%
	"Tennessee"	"47"	"1969"	"1969"	"Female"	"F"	99	2005742	4.9	0.0%
	"Tennessee"	"47"	"1969"	"1969"	"Male"	"M"	359	1878374	19.1	0.1%
"Total"	"Tennessee"	"47"	"1969"	"1969"			458	3884116	11.8	0.2%
	"Tennessee"	"47"	"1970"	"1970"	"Female"	"F"	109	2030881	5.4	0.0%
	"Tennessee"	"47"	"1970"	"1970"	"Male"	"M"	387	1902326	20.3	0.1%
"Total"	"Tennessee"	"47"	"1970"	"1970"			496	3933207	12.6	0.2%
	"Tennessee"	"47"	"1971"	"1971"	"Female"	"F"	112	2072121	5.4	0.0%
	"Tennessee"	"47"	"1971"	"1971"	"Male"	"M"	375	1943585	19.3	0.1%
"Total"	"Tennessee"	"47"	"1971"	"1971"			487	4015706	12.1	0.2%
	"Tennessee"	"47"	"1972"	"1972"	"Female"	"F"	110	2108256	5.2	0.0%
	"Tennessee"	"47"	"1972"	"1972"	"Male"	"M"	354	1979980	17.9	0.1%
"Total"	"Tennessee"	"47"	"1972"	"1972"			464	4088236	11.3	0.2%
	"Tennessee"	"47"	"1973"	"1973"	"Female"	"F"	119	2134210	5.6	0.0%
	"Tennessee"	"47"	"1973"	"1973"	"Male"	"M"	375	2002918	18.7	0.1%
"Total"	"Tennessee"	"47"	"1973"	"1973"			494	4137128	11.9	0.2%
	"Tennessee"	"47"	"1974"	"1974"	"Female"	"F"	134	2167943	6.2	0.0%
	"Tennessee"	"47"	"1974"	"1974"	"Male"	"M"	409	2032682	20.1	0.1%
"Total"	"Tennessee"	"47"	"1974"	"1974"			543	4200625	12.9	0.2%
	"Tennessee"	"47"	"1975"	"1975"	"Female"	"F"	151	2198534	6.9	0.1%
	"Tennessee"	"47"	"1975"	"1975"	"Male"	"M"	411	2060005	20.0	0.1%
"Total"	"Tennessee"	"47"	"1975"	"1975"			562	4258539	13.2	0.2%
	"Tennessee"	"47"	"1976"	"1976"	"Female"	"F"	111	2235436	5.0	0.0%
	"Tennessee"	"47"	"1976"	"1976"	"Male"	"M"	445	2093601	21.3	0.2%
"Total"	"Tennessee"	"47"	"1976"	"1976"			556	4329037	12.8	0.2%
	"Tennessee"	"47"	"1977"	"1977"	"Female"	"F"	143	2276213	6.3	0.1%
	"Tennessee"	"47"	"1977"	"1977"	"Male"	"M"	444	2129998	20.8	0.2%
"Total"	"Tennessee"	"47"	"1977"	"1977"			587	4406211	13.3	0.2%
	"Tennessee"	"47"	"1978"	"1978"	"Female"	"F"	136	2307716	5.9	0.0%
	"Tennessee"	"47"	"1978"	"1978"	"Male"	"M"	408	2157630	18.9	0.1%
"Total"	"Tennessee"	"47"	"1978"	"1978"			544	4465346	12.2	0.2%
"Total"	"Tennessee"	"47"					5606	45547146	12.3	2.0%
	"Texas"	"48"	"1968"	"1968"	"Female"	"F"	289	5540931	5.2	0.1%
	"Texas"	"48"	"1968"	"1968"	"Male"	"M"	812	5303830	15.3	0.3%
"Total"	"Texas"	"48"	"1968"	"1968"			1101	10844761	10.2	0.4%
	"Texas"	"48"	"1969"	"1969"	"Female"	"F"	329	5647707	5.8	0.1%
	"Texas"	"48"	"1969"	"1969"	"Male"	"M"	826	5406234	15.3	0.3%
"Total"	"Texas"	"48"	"1969"	"1969"			1155	11053941	10.4	0.4%
	"Texas"	"48"	"1970"	"1970"	"Female"	"F"	394	5731204	6.9	0.1%
	"Texas"	"48"	"1970"	"1970"	"Male"	"M"	894	5499024	16.3	0.3%
"Total"	"Texas"	"48"	"1970"	"1970"			1288	11230228	11.5	0.5%
	"Texas"	"48"	"1971"	"1971"	"Female"	"F"	392	5876193	6.7	0.1%
	"Texas"	"48"	"1971"	"1971"	"Male"	"M"	899	5657734	15.9	0.3%
"Total"	"Texas"	"48"	"1971"	"1971"			1291	11533927	11.2	0.5%
	"Texas"	"48"	"1972"	"1972"	"Female"	"F"	426	5987102	7.1	0.2%
	"Texas"	"48"	"1972"	"1972"	"Male"	"M"	1004	5779254	17.4	0.4%
"Total"	"Texas"	"48"	"1972"	"1972"			1430	11766356	12.2	0.5%
	"Texas"	"48"	"1973"	"1973"	"Female"	"F"	375	6113322	6.1	0.1%
	"Texas"	"48"	"1973"	"1973"	"Male"	"M"	997	5907064	16.9	0.4%
"Total"	"Texas"	"48"	"1973"	"1973"			1372	12020386	11.4	0.5%
	"Texas"	"48"	"1974"	"1974"	"Female"	"F"	386	6241841	6.2	0.1%
	"Texas"	"48"	"1974"	"1974"	"Male"	"M"	1129	6028101	18.7	0.4%
"Total"	"Texas"	"48"	"1974"	"1974"			1515	12269942	12.3	0.5%
	"Texas"	"48"	"1975"	"1975"	"Female"	"F"	464	6398629	7.3	0.2%
	"Texas"	"48"	"1975"	"1975"	"Male"	"M"	1191	6174928	19.3	0.4%
"Total"	"Texas"	"48"	"1975"	"1975"			1655	12573557	13.2	0.6%
	"Texas"	"48"	"1976"	"1976"	"Female"	"F"	402	6566603	6.1	0.1%
	"Texas"	"48"	"1976"	"1976"	"Male"	"M"	1090	6347548	17.2	0.4%
"Total"	"Texas"	"48"	"1976"	"1976"			1492	12914151	11.6	0.5%
	"Texas"	"48"	"1977"	"1977"	"Female"	"F"	458	6716180	6.8	0.2%
	"Texas"	"48"	"1977"	"1977"	"Male"	"M"	1313	6494387	20.2	0.5%
"Total"	"Texas"	"48"	"1977"	"1977"			1771	13210567	13.4	0.6%
	"Texas"	"48"	"1978"	"1978"	"Female"	"F"	444	6872121	6.5	0.2%
	"Texas"	"48"	"1978"	"1978"	"Male"	"M"	1216	6646449	18.3	0.4%
"Total"	"Texas"	"48"	"1978"	"1978"			1660	13518570	12.3	0.6%
"Total"	"Texas"	"48"					15730	132936386	11.8	5.7%
	"Utah"	"49"	"1968"	"1968"	"Female"	"F"	25	513295	4.9	0.0%
	"Utah"	"49"	"1968"	"1968"	"Male"	"M"	105	499485	21.0	0.0%
"Total"	"Utah"	"49"	"1968"	"1968"			130	1012780	12.8	0.0%
	"Utah"	"49"	"1969"	"1969"	"Female"	"F"	27	526499	5.1	0.0%
	"Utah"	"49"	"1969"	"1969"	"Male"	"M"	88	512694	17.2	0.0%
"Total"	"Utah"	"49"	"1969"	"1969"			115	1039193	11.1	0.0%
	"Utah"	"49"	"1970"	"1970"	"Female"	"F"	38	538135	7.1	0.0%
	"Utah"	"49"	"1970"	"1970"	"Male"	"M"	115	525804	21.9	0.0%
"Total"	"Utah"	"49"	"1970"	"1970"			153	1063939	14.4	0.1%
	"Utah"	"49"	"1971"	"1971"	"Female"	"F"	39	557696	7.0	0.0%
	"Utah"	"49"	"1971"	"1971"	"Male"	"M"	88	546473	16.1	0.0%
"Total"	"Utah"	"49"	"1971"	"1971"			127	1104169	11.5	0.0%
	"Utah"	"49"	"1972"	"1972"	"Female"	"F"	20	573094	3.5	0.0%
	"Utah"	"49"	"1972"	"1972"	"Male"	"M"	116	562983	20.6	0.0%
"Total"	"Utah"	"49"	"1972"	"1972"			136	1136077	12.0	0.0%
	"Utah"	"49"	"1973"	"1973"	"Female"	"F"	34	589735	5.8	0.0%
	"Utah"	"49"	"1973"	"1973"	"Male"	"M"	102	580373	17.6	0.0%
"Total"	"Utah"	"49"	"1973"	"1973"			136	1170108	11.6	0.0%
	"Utah"	"49"	"1974"	"1974"	"Female"	"F"	28	605583	4.6	0.0%
	"Utah"	"49"	"1974"	"1974"	"Male"	"M"	102	595608	17.1	0.0%
"Total"	"Utah"	"49"	"1974"	"1974"			130	1201191	10.8	0.0%
	"Utah"	"49"	"1975"	"1975"	"Female"	"F"	32	623591	5.1	0.0%
	"Utah"	"49"	"1975"	"1975"	"Male"	"M"	125	613437	20.4	0.0%
"Total"	"Utah"	"49"	"1975"	"1975"			157	1237028	12.7	0.1%
	"Utah"	"49"	"1976"	"1976"	"Female"	"F"	36	644344	5.6	0.0%
	"Utah"	"49"	"1976"	"1976"	"Male"	"M"	124	633985	19.6	0.0%
"Total"	"Utah"	"49"	"1976"	"1976"			160	1278329	12.5	0.1%
	"Utah"	"49"	"1977"	"1977"	"Female"	"F"	30	667013	4.5	0.0%
	"Utah"	"49"	"1977"	"1977"	"Male"	"M"	143	656356	21.8	0.1%
"Total"	"Utah"	"49"	"1977"	"1977"			173	1323369	13.1	0.1%
	"Utah"	"49"	"1978"	"1978"	"Female"	"F"	34	690492	4.9	0.0%
	"Utah"	"49"	"1978"	"1978"	"Male"	"M"	135	679433	19.9	0.0%
"Total"	"Utah"	"49"	"1978"	"1978"			169	1369925	12.3	0.1%
"Total"	"Utah"	"49"					1586	12936108	12.3	0.6%
	"Vermont"	"50"	"1968"	"1968"	"Female"	"F"	11	221508	5.0 (Unreliable)	0.0%
	"Vermont"	"50"	"1968"	"1968"	"Male"	"M"	51	211690	24.1	0.0%
"Total"	"Vermont"	"50"	"1968"	"1968"			62	433198	14.3	0.0%
	"Vermont"	"50"	"1969"	"1969"	"Female"	"F"	8	224659	3.6 (Unreliable)	0.0%
	"Vermont"	"50"	"1969"	"1969"	"Male"	"M"	44	214572	20.5	0.0%
"Total"	"Vermont"	"50"	"1969"	"1969"			52	439231	11.8	0.0%
	"Vermont"	"50"	"1970"	"1970"	"Female"	"F"	9	227537	4.0 (Unreliable)	0.0%
	"Vermont"	"50"	"1970"	"1970"	"Male"	"M"	47	217608	21.6	0.0%
"Total"	"Vermont"	"50"	"1970"	"1970"			56	445145	12.6	0.0%
	"Vermont"	"50"	"1971"	"1971"	"Female"	"F"	17	232088	7.3 (Unreliable)	0.0%
	"Vermont"	"50"	"1971"	"1971"	"Male"	"M"	60	222235	27.0	0.0%
"Total"	"Vermont"	"50"	"1971"	"1971"			77	454323	16.9	0.0%
	"Vermont"	"50"	"1972"	"1972"	"Female"	"F"	12	236107	5.1 (Unreliable)	0.0%
	"Vermont"	"50"	"1972"	"1972"	"Male"	"M"	54	226547	23.8	0.0%
"Total"	"Vermont"	"50"	"1972"	"1972"			66	462654	14.3	0.0%
	"Vermont"	"50"	"1973"	"1973"	"Female"	"F"	18	238693	7.5 (Unreliable)	0.0%
	"Vermont"	"50"	"1973"	"1973"	"Male"	"M"	39	228870	17.0	0.0%
"Total"	"Vermont"	"50"	"1973"	"1973"			57	467563	12.2	0.0%
	"Vermont"	"50"	"1974"	"1974"	"Female"	"F"	14	241363	5.8 (Unreliable)	0.0%
	"Vermont"	"50"	"1974"	"1974"	"Male"	"M"	54	231133	23.4	0.0%
"Total"	"Vermont"	"50"	"1974"	"1974"			68	472496	14.4	0.0%
	"Vermont"	"50"	"1975"	"1975"	"Female"	"F"	22	245137	9.0	0.0%
	"Vermont"	"50"	"1975"	"1975"	"Male"	"M"	63	234134	26.9	0.0%
"Total"	"Vermont"	"50"	"1975"	"1975"			85	479271	17.7	0.0%
	"Vermont"	"50"	"1976"	"1976"	"Female"	"F"	14	248069	5.6 (Unreliable)	0.0%
	"Vermont"	"50"	"1976"	"1976"	"Male"	"M"	60	236771	25.3	0.0%
"Total"	"Vermont"	"50"	"1976"	"1976"			74	484840	15.3	0.0%
	"Vermont"	"50"	"1977"	"1977"	"Female"	"F"	16	252062	6.3 (Unreliable)	0.0%
	"Vermont"	"50"	"1977"	"1977"	"Male"	"M"	49	240141	20.4	0.0%
"Total"	"Vermont"	"50"	"1977"	"1977"			65	492203	13.2	0.0%
	"Vermont"	"50"	"1978"	"1978"	"Female"	"F"	13	255408	5.1 (Unreliable)	0.0%
	"Vermont"	"50"	"1978"	"1978"	"Male"	"M"	59	242997	24.3	0.0%
"Total"	"Vermont"	"50"	"1978"	"1978"			72	498405	14.4	0.0%
